"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1911","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1912","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1913","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1914","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1915","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1916","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1917","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1918","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1919","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1920","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1921","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1922","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1923","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1924","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1925","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1926","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1927","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1928","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1929","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1930","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1931","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1932","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1933","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1934","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1935","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1936","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1937","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1938","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1939","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1940","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1941","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","27.0","","","","1"
"1942","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","7.5","","","","1"
"1943","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","21.0","","","","1"
"1944","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","22.0","","","","1"
"1945","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","15.0","","","","1"
"1946","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","23.0","","","","1"
"1947","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","24.0","","","","1"
"1948","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","30.0","","","","1"
"1949","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","25.0","","","","1"
"1950","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","13.0","","","","1"
"1951","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","6.0","","","","1"
"1952","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","28.0","","","","1"
"1953","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","30.0","","","","1"
"1954","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","23.3","","","","1"
"1955","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","30.0","","","","1"
"1956","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","25.0","","","","1"
"1957","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","25.0","","","","1"
"1958","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","25.0","","","","1"
"1959","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","30.0","","","","1"
"1960","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","32.5","","","","1"
"1961","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","30.0","","","","1"
"1962","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","40.0","","","","1"
"1963","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","40.0","","","","1"
"1964","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","25.0","","","","1"
"1965","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","25.0","","","","1"
"1966","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","44.8","","","","1"
"1967","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","50.0","","","","1"
"1968","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","40.0","","","","1"
"1969","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","33.3","","","","1"
"1970","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","40.0","","","","1"
"1971","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","48.4","","","","1"
"1972","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","53.8","","","","1"
"1973","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","55.0","","","","1"
"1974","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","38.0","","","","1"
"1975","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","62.5","","","","1"
"1976","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","67.6","","","","1"
"1977","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","64.6","","","","1"
"1978","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","65.9","","","","1"
"1979","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","60.0","","","","1"
"1980","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","53.6","","","","1"
"1981","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","75.6","","","","1"
"1982","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","50.0","","","","1"
"1983","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","45.3","","","","1"
"1984","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","51.7","","","","1"
"1985","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","30.0","","","","1"
"1986","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","70.6","","","","1"
"1987","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","86.0","","","","1"
"1988","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","52.9","","","","1"
"1989","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","50.0","","","","1"
"1990","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","76.5","","","","1"
"1991","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","81.0","","","","1"
"1992","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","46.7","","","","1"
"1993","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","41.4","","","","1"
"1994","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","83.6","","","","1"
"1995","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","82.2","","","","1"
"1996","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","80.0","","","","1"
"1997","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","80.0","","","","1"
"1998","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","94.4","","","","1"
"1999","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","94.0","","","","1"
"2000","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","80.0","","","","1"
"2001","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","98.5","","","","1"
"2002","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","93.5","","","","1"
"2003","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","92.9","","","","1"
